StoreName,StoreCode,ownerName,address1,address2,area,city,state,pincode,businessType,outletType,email,phoneNumber,latitude,longitude
GIANT HYPERMARKET (L/MALL JB),G-1016,,"LOT 1.01 & B 1.01, PELANGI LEISURE MALL,","JALAN SERAMPANG, TAMAN PELANGI,",JOHOR BAHRU.,JOHOR BAHRU,JOHOR,80400,Grocery,07,sales@pmmahsuri.com.my,,1.487946606,103.7831238
GIANT HYPERMARKET ALOR SETAR,G-1083,,"LOT 237 & LOT 3569,","JALAN LANGGAR, MUKIT ALAR MALAI,","DAERAH ALOR SETAR, ALOR SETAR.",ALOR SETAR,KEDAH,99999,Grocery,07,sales@pmmahsuri.com.my,,6.143247504,100.3634506
GIANT HYPERMARKET BAYAN BARU,G-1078,,"NO.78 JALAN TENGAH,","BAYAN BARU,",BAYAN LEPAS,BAYAN LEPAS,PULAU PINANG,11900,Grocery,07,sales@pmmahsuri.com.my,,5.321337847,100.2849107
GIANT HYPERMARKET NUSA BESTARI,G-1143,,"NO 1, JALAN BESTARI 7/2,","TAMAN NUSA BESTARI,","SKUDAI, JOHOR",SKUDAI,JOHOR,81300,Grocery,07,sales@pmmahsuri.com.my,,1.483600972,103.6655674
GIANT HYPERMARKET PULAI UTAMA,G-1116,,"PTD 141042 (PART OF LOT 2896, 3054, 3055),","TAMAN PULAI UTAMA, MUKIM PULAI,",JOHOR BAHRU.,JOHOR BAHRU,JOHOR,81110,Grocery,07,sales@pmmahsuri.com.my,,1.54642842,103.6226836
GIANT HYPERMARKET SUNGAI PETANI,G-1105,,GIANT HYPERMARKET SUNGAI PETANI,"JALAN LENCONGAN BARAT,","SUNGAI PETANI, KEDAH.",SUNGAI PETANI,KEDAH,8000,Grocery,07,sales@pmmahsuri.com.my,,5.616529778,100.4730315
GIANT SUPERMARKET KLUANG,G-1045,,"38-45, GRD FLR, JLN INTAN 2/1,","TAMAN INTAN, KLUANG,",KLUANG JOH MY,KLUANG,JOHOR,86000,Grocery,07,sales@pmmahsuri.com.my,,2.018523739,103.302359
GIANT SUPERMARKET KULAI IOI,G-1046,,"LOT G06, GROUND FLOOR,","IOI MALL BANDAR PUTRA,","SENAI, KULAI.",KULAI,JOHOR,81000,Grocery,07,sales@pmmahsuri.com.my,,1.647451113,103.6280451
GIANT SUPERMARKET PERLING MALL,G-1044,,"GROUND FLOOR, LOT 28650,","PERLING MALL, JALAN PERLING 1,","TAMAN PERLING, JOHOR.",PERLING,JOHOR,81200,Grocery,07,sales@pmmahsuri.com.my,,1.496728022,103.6816063
GIANT SUPERMARKET PONTIAN COMM,G-1049,,"LOT PTB 12933 - PTB 12940,","PUSAT PERDAGANGAN PONTIAN,","PONTIAN, JOHOR",PONTIAN,JOHOR,82000,Grocery,07,sales@pmmahsuri.com.my,,1.469431938,103.3924413
GIANT SUPERMARKET SRI KLUANG,G-1108,,GIANT SUPERMARKET SRI KLUANG,"NO.1, JALAN 6, TAMAN SRI KLUANG,","KLUANG, JOHOR.",KLUANG,JOHOR,86000,Grocery,07,sales@pmmahsuri.com.my,,2.028017108,103.2998541
GIANT SUPERMARKET ULU TIRAM,G-1146,,"UG-01,UPPER GROUND FLOOR, TODAY'S MAIL, PTD 130264,","JALAN KOTA TINGGI BATU 13 3/4,","ULU TIRAM, JOHOR.",ULU TIRAM,JOHOR,81800,Grocery,07,sales@pmmahsuri.com.my,,1.608761718,103.821449
GIANT SUPERSTORE (PENANG PLZ),G-1010,,"GROUND FLOOR, PENANG PLAZA,","126 JALAN BURMAH,",PENANG.,GEORGETOWN,PULAU PINANG,10050,Grocery,07,sales@pmmahsuri.com.my,,5.42168565,100.3259629
GIANT SUPERSTORE KANGAR,G-1205,,"PT 4819 TAMAN PUTRA UTAMA,","JALAN RAJA SYED ALWI,",KANGAR,KANGAR,PERLIS,1000,Grocery,07,sales@pmmahsuri.com.my,,6.419633925,100.1965996
GIANT SUPERSTORE KOTA BHARU TC,G-1118,,"LG 14, LOWER GROUND FLOOR,","KOTA BHARU TRADE CENTRE, JALAN BULUH KUBU,"," KOTA BHARU, KELANTAN.",KOTA BHARU,KELANTAN,15000,Grocery,07,sales@pmmahsuri.com.my,,6.130463012,102.242775
GIANT SUPERSTORE KULIM,G-1120,,"KULIM LANDMARK CENTRAL, SHOPPING CENTRE LOT 1-1A1",NO. 1 JALAN KLC SATU (1),KULIM KED MY,KULIM,KEDAH,99999,Grocery,07,sales@pmmahsuri.com.my,,5.385368961,100.5470494
GKS MINI MART,G077,GANESH,"NO. 365,","TAMAN BUKIT INTAN,","KUALA PILAH, N. SEMBILAN",PILAH,NEGERI SEMBILAN,72000,Standalone,11,sales@pmmahsuri.com.my,011-27662558,2.7177819,102.242897
GOH TIAM CHUAN TRADING,G029,GOH CHENG WAH,GOH TIAM CHUAN TRADING,"29, JALAN M25, TAMAN MERDEKA,",MELAKA,BATU BERENDAM,MELAKA,75350,Standalone,11,sales@pmmahsuri.com.my,016-626 8765,2.269922417,102.2501243
GOLD COIN MINIMARKET,G030,BONG CHONG YAM,"BB 397 TAMAN MELAKA BARU,","BATU BERENDAM,",MELAKA,BATU BERENDAM,MELAKA,75350,Standalone,11,sales@pmmahsuri.com.my,017-654 5366,2.2385664,102.2569486
GOLDEN GROCERY MART (Mon-Sat: 9am-7pm),G067,JEYA,"NO. 16, LORONG BATU NILAM 34B,","BANDAR BUKIT TINGGI 2,","KLANG, SELANGOR",KLANG,SELANGOR,41200,Grocery,07,sales@pmmahsuri.com.my,01124169571,3.129032,101.465039
GOLDEN SOUTH CULINARY SDN BHD (11am - 11pm),G034,PHUAH YEE WEI,"N0.30, 30-1, 30-2, JALAN KPKS1,","KOMPLEKS PERNIAGAAN KOTA SYAHBANDAR,",MELAKA,BANDAR HILIR,MELAKA,75200,Standalone,11,sales@pmmahsuri.com.my,016-663 8988,2.1976457,102.2316617
GREEN APPLE STORE (GEMENCHEH) SDN. BHD. (no receiving on saturday),G058,JASEAN LIM KENG SEAN,NO. 4 - 9 JALAN KASTURI 1,PUSAT KOMERSIAL KASTURI,"GEMENCHEH, NEGERI SEMBILAN",GEMENCHEH,NEGERI SEMBILAN,73200,Grocery,07,sales@pmmahsuri.com.my,06-4541629,2.536896,102.404814
GREEN APPLE STORE (MUAR) SDN BHD (10am-5.30pm Mon-Fri),G028,MS HONG ,"LOT 979, MP112, KAMPUNG TEMIANG,","BATU 33/4, JALAN BUKIT PASIR,","MUAR, JOHOR. (1-2PM REHAT NO REC AFTER 25TH)",MUAR,JOHOR,84300,Grocery,07,sales@pmmahsuri.com.my,06-953 3436,2.08462672,102.5891308
GREEN APPLE STORE (PAGOH) SDN. BHD.,G052,,LOT 3551,JALAN BESAR PAGOH,"MUAR, JOHOR",MUAR,JOHOR,84600,Grocery,07,sales@pmmahsuri.com.my,06-9746261,2.725993,101.911114
GREEN APPLE STORE (SG. MATI) SDN. BHD.,G053,,"32-36, GROUND FLOOR, JALAN BUNGA CEMPAKA 1","TAMAN BUNGA CEMPAKA, JLN SEROM 5","LEDANG, JOHOR",LEDANG,JOHOR,84400,Grocery,07,sales@pmmahsuri.com.my,06-9751358,2.170657,102.595328
GREEN APPLE STORE SDN. BHD.,G054,,"LOT 427, JALAN MASHAN",DAERAH JEMPOL MUKIM ROMPIN,"BAHAU, N. SEMBILAN",BAHAU,NEGERI SEMBILAN,72100,Grocery,07,sales@pmmahsuri.com.my,06-4541629,2.821538,102.410069
GUAN SENG,G003,,"329-331,",SUNGAI PINANG KECHIL,PANGKOR PERAK,PANGKOR,PERAK,32300,Standalone,11,sales@pmmahsuri.com.my,017-3042099,4.2197533,100.5409691
GUAN WENG HUAT ENTERPRISE SDN BHD - PERAK,G041,POH CHEW HUIE,"NO 25, JALAN INDUSTRI 2,","TAMAN PERINDUSTRIAN ANSON,","TELUK INTAN, PERAK.",TELUK INTAN,PERAK,36000,Standalone,11,sales@pmmahsuri.com.my,05-6232646,4.0262088,101.018853
GUANG HENG MARKETING SDN BHD (Received goods: 11am-4pm),G069,TAN YING XIAN,"NO. 1A, JALAN CASUARINA 1,","PUSAT PERNIAGAAN CASUARINA,","BAHAU, NEGERI SEMBILAN",BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,019-2119833,2.808211,102.405889
GULA PADANG TERAP SDN BHD,300G/001,MS ONG ,"93 E & F , LORONG EMAS 3,","KAWASAN PERUSAHAAN MERGONG, MERGONG",ALOR SETAR,ALOR SETAR,KEDAH,5150,Standalone,11,sales@pmmahsuri.com.my,04-7904118,6.129278957,100.3592224
GUNA CASH & CARRY (Mon-Sat: 9.30am-6pm),G074,VALLI,"NO. 5, LORONG BEREMBANG,","TAMAN SRI BEREMBANG JALAN KEM,","PELABUHAN KLANG, SELANGOR",KLANG,SELANGOR,42000,Standalone,11,sales@pmmahsuri.com.my,018-7694974,3.128959,101.465107
GUNA MINI MARKET,G078,GUNA,"NO. 475,","TAMAN KASIH PUTERA,","BAHAU, N. SEMBILAN",BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,017-3248607,2.7050538,102.4983261
GURUNG MARKETING,G065,ROSNITA,"NO. 19, MEDAN TAMING DUA,","TAMAN TAMING JAYA, BALAKONG,","SERI KEMBANGAN, SELANGOR",SERI KEMBANGAN,SELANGOR,43300,Standalone,11,sales@pmmahsuri.com.my,016-2332742,3.023968,101.741204
"H AND C FRESH SDN. BHD. (SAT-Closed, 1pm-3pm lunch)",H123,LEE WEN YEN,NO 53 A-G JLN SPRINGHILL 9/12,"PERSIARAN SPRINGHILL, BANDAR SPRINGHILL","PORT DICKSON, N.SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71000,Standalone,11,sales@pmmahsuri.com.my,017-5115383,3.183922,101.613608
H&M SENALING ENTERPRISE,H148,,"PT7,","PEKAN SENALING,","KUALA PILAH, N. SEMBILAN",PILAH,NEGERI SEMBILAN,72000,Standalone,11,sales@pmmahsuri.com.my,016-2037789,2.729443333,102.2515317
H&Y WHOLESALE TRADING,H094,MR WONG,"B16, JALAN JAYA GADING 1,","PUSAT KOMERSIAL JAYA GADING,",KUANTAN PAHANG.,KUANTAN,PAHANG,26070,Wholesale,12,sales@pmmahsuri.com.my,014-663 0613,3.763513501,103.1993558
HAI SOON HENG TRADING (Delivery after 12pm),H039,,"LOT 358, JALAN 1A/3",BANDAR BARU SUNGAI BULOH,"SUNGAI BULOH, SELANGOR",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,03-6156 2088,3.21061,101.566028
HAJI SHARIFF CENDOL,H115,NOORDIN BIN MOHAMAD SHARIFF,"NO 44,","JALAN YAM TUAN,","SEREMBAN, NEGERI SEMBILAN, MALAYSIA.",SEREMBAN,NEGERI SEMBILAN,70000,Standalone,11,sales@pmmahsuri.com.my,016-612 8505,3.183945,101.61364
HALLMARK BEVERAGE INDUSTRY SDN BHD,H124,MR. CHOO,"67, JALAN PERDANA 3",TAMAN PERINDUSTRIAN PERDANA LUKUT,"PORT DICKSON, NEGERI SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,012-3353132,2.590784,101.82438
HANAMAN MAJU ENTERPRISE,H147,RAFAE,"2527, JALAN TD/2,","TAMAN DELIMA RANTAU,","RANTAU, NEGERI SEMBILAN",RANTAU,NEGERI SEMBILAN,71200,Standalone,11,sales@pmmahsuri.com.my,016-9098234,2.5840205,101.9612125
HANESH ENTERPRISE,H153,HANESH,"NO. 45, JALAN TENTERAM 1,","TAMAN TENTERAM,","SUNGAI PELEK, SELANGOR",KLANG,SELANGOR,43950,Standalone,11,sales@pmmahsuri.com.my,012-4211304,2.6379591,101.7130079
HAPPY SAM VEGE GARDEN,H119,TOH TEIN WAI,"NO 5, GROUND FLOOR, JALAN SRI BINTANG 2 (JALAN 3/36)","BUKIT SRI BINTANG, KEPONG",KUALA LUMPUR,KEPONG,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,018-2343565,3.1885897,101.6387798
HARJUT ALI ENTERPRISE (8AM-9PM EVERYDAY),H085,MISS MEDINA BEGAM,"NO G-1 (G/F), BLOK BUNGA RAYA 3,","JALAN ABADI 1, TAMAN MALIM JAYA,","MALIM, MELAKA",MALIM JAYA,MELAKA,75250,Standalone,11,sales@pmmahsuri.com.my,010-980 4029,2.2466351,102.232629
HAROLDS BREAD (FACTORY) SDN BHD - CHEMOR,H141,,"LOT 305005, JALAN CHEPOR 11/9,","KAWASAN PERUSAHAAN SERAMIK CHEPOR,","CHEMOR, PERAK",CHEMOR,PERAK,31200,Standalone,11,sales@pmmahsuri.com.my,05-5943307,4.6951252,101.0988369
HAROLDS BREAD (FACTORY) SDN BHD - K.TERENGGANU (Mon-Sun: 9am-3:30pm|Fri: Close),H132,,"LOT 21213K, JALAN GELAM 2/5,","KAWASAN PERINDUSTRIAN GONG BADAK,",KUALA TERENGGANU,GONG BADAK,TERENGGANU,21300,Standalone,11,sales@pmmahsuri.com.my,012-5588546,5.45158034,103.3553971
HARUNA CASH & CARRY (Mon-Sat: 10am-6pm),H140,ARUN,"NO. 112, SOLOK PENDAMAR INDAH 1,","TAMAN PENDAMAR INDAH,","PANDAMARAN, PELABUHAN KLANG.",KLANG,SELANGOR,42000,Standalone,11,sales@pmmahsuri.com.my,018-2204820,3.128957,101.465118
HASIL LAUT SEONG KEE SDN BHD - BALAKONG JAYA,H152,,"NO. 5, JALAN BJ2T 2/2,","KAWASAN PERINDUSTRIAN BALAKONG JAYA 2 TAMBAH,","KAJANG, SELANGOR",KAJANG,SELANGOR,43300,Standalone,11,sales@pmmahsuri.com.my,012-2386842,2.995897,101.756235
HASIL LAUT SEONG KEE SDN BHD - KOTA KEMUNING,H137,,"NO. 8-G, JALAN ANGGERIK ARANDA D31/D,","KOTA KEMUNING,","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40460,Standalone,11,sales@pmmahsuri.com.my,012-9872383,2.990831,101.54759
HASIL LAUT SEONG KEE SDN BHD - SERI KEMBANGAN,H133,JACQUELINE,"NO. 2, KALAN 6/9,","KAWASAN PERINDUSTRIAN SERI KEMBANGAN,","SERI KEMBANGAN, SELANGOR",SERI KEMBANGAN,SELANGOR,43300,Standalone,11,sales@pmmahsuri.com.my,012-2386842,3.017334,101.712136
HASIL LAUT SEONG KEE SDN. BHD. - NILAI,H127,MS. KELLY,"PT 4955, JALAN TS 2/1",TAMAN SEMARAK II,"NILAI, NEGERI SEMBILAN",NILAI,NEGERI SEMBILAN,71800,Standalone,11,sales@pmmahsuri.com.my,,2.817414,101.814662
HASIL LAUTAN HONG KEE SDN BHD,H091,KHOK CHEE SIENG,"NO 3, 5 DAN 7, JALAN KLJ 6,","TAMAN KOTA LAKSAMANA JAYA,",MELAKA.,BANDAR HILIR,MELAKA,75200,Standalone,11,sales@pmmahsuri.com.my,012-203 8899,2.198427,102.233106
HELLO MINI MARKET,H083,GOH CHONG CHIAN,"NO.26, JALAN BERTAM PERDANA 1,","TAMAN BERTAM PERDANA,",MELAKA,TANJUNG MINYAK,MELAKA,75200,Standalone,11,sales@pmmahsuri.com.my,010-225 8600,2.2415936,102.2151965
HENG GIAP FISHERY,H006,,"NO.122-B, JALAN TEPI SUNGAI,",36400 HUTAN MELINTANG,HUTAN MELINTANG,HUTAN MELINTANG,PERAK,36400,Standalone,11,sales@pmmahsuri.com.my,016-5551755,3.8713071,100.9256573
HENG HENG (M) SDN BHD (DEL : 8.30am - 5.30pm),H128,,"BLOCK C, LOT PTD 4091, KAWASAN PERINDUSTRIAN PARIT JAMIL","MUKIM SERI MENANTI, PARIT JAWA",MUAR JOHOR,MUAR,JOHOR,"84150,",Standalone,11,sales@pmmahsuri.com.my,012-6118812,1.957631717,102.6450248
HENG HENG HONG KEE SDN BHD (DELIVERY 8.30AM-5.30PM),H080,JAMES,HENG HENG HONG KEE SDN BHD,"NO.165, JALAN OMAR,","PARIT JAWA, MUAR, JOHOR.",MUAR,JOHOR,84150,Standalone,11,sales@pmmahsuri.com.my,06-987 4455 / 66,1.957535214,102.6445849
HIAP SENG TRADING,H113,TEE SIEW THOO,"NO 14,","TAMAN SEMPALIT,","MENTAKAB, PAHANG D.M.",MENTAKAB,PAHANG,28400,Standalone,11,sales@pmmahsuri.com.my,012-952 5865,2.727651,101.93993
HIN HIN MINI MARKET,H089,TIEW HING LEE,B-44 JALAN CEMPAKA OFF,JALAN WONG AH JANG,KUANTAN PAHANG,KUANTAN,PAHANG,25100,Standalone,11,sales@pmmahsuri.com.my,012-957 7129,3.800547817,103.3141946
HL UTARA ENTERPRISE SDN BHD,H099,PEH CHING HAI / CHANG YUEN LEE,"A-9, TAMAN PADI EMAS 2,","JALAN ALOR MENGKUDU,","ALOR SETAR, KEDAH ADRUL AMAN.",ALOR SETAR,KEDAH,5400,Standalone,11,sales@pmmahsuri.com.my,,6.097617561,100.3753991
HO HO TRADING COMPANY,H013,,"NO.2, JALAN SUASA 1,","PEKAN SUASA,","BANTING, SELANGOR",BANTING,SELANGOR,42700,Standalone,11,sales@pmmahsuri.com.my,019-3315581,3.129043,101.46515
HO KIM WEI (1pm - 3pm : no delivery),H122,HO KIM WEI,"LOT 15855, TMN PERINDUSTRIAN LUKUT RAYA",BT 6 JLN SEREMBAN,"LUKUT, N. SEMBILAN",LUKUT,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,011-10055428,3.188286,101.573236
HOCK HUAT,H029,K.SUPPIAH,"15-A,JLN BESAR MANONG,","KUALA KANGSAR,",PERAK D.R.,KUALA KANGSAR,PERAK,33800,Standalone,11,sales@pmmahsuri.com.my,019-4311 117,4.717982,101.1209591
HOCK KIM BEE SDN. BHD.,H130,MR.NG - ,"LOT 44, JALAN INDUSTRI 2",TAMAN PERINDUSTRIAN KAMPAR,"KAMPAR, PERAK",KAMPAR,PERAK,31900,Standalone,11,sales@pmmahsuri.com.my,+016-337 9957,4.321857,101.136288
HOCK MEI TRADING (SG. CHUA) SDN BHD,H139,,"NO. 3, 5, 7, 9, 11, JALAN BERJAYA BARU 1,","TAMAN BERJAYA BARU,","KAJANG, SELANGOR",KAJANG,SELANGOR,43000,Standalone,11,sales@pmmahsuri.com.my,018-3882339,2.955156,101.768711
HOCK MEI TRADING SDN BHD,H110,TAN OOI LUNG,"NO 5, JALAN P/9B, SEKSYEN 13,",BANDAR BARU BANGI,SELANGOR.,BANGI,SELANGOR,43650,Standalone,11,sales@pmmahsuri.com.my,03-8922 9930,2.953699,101.753766
HOCK MEI TRADING SDN. BHD. - PASARAYA HM (TAMAN MEDAN BRANCH),H149,,"NO. 1, JALAN PJS 3/2,","PETALING JAYA SELATAN,","PETALING JAYA, SELANGOR",PETALING JAYA,SELANGOR,46000,Grocery,07,sales@pmmahsuri.com.my,018-3882339,3.074734,101.632945
HOCK SENG (MALACCA) TRADING SDN BHD,H093,MR CHIANG,HOCK SENG (MALACCA) TRADING SDN BHD,"47, KAMPUNG PANTAI,","MELAKA, MELAKA.",BANDAR HILIR,MELAKA,75200,Standalone,11,sales@pmmahsuri.com.my,06-282 3976,2.196983,102.249403
HOCK SOON BAK KUT TEH (MONDAY OFF),H104,OOI GEE HIN,"NO.42, JALAN GELEN K U19/K,","MEGAMAS BUSINESS CENTER,","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40160,Standalone,11,sales@pmmahsuri.com.my,,3.1927097,101.5748633
HOE HIN CONFECTIONARY SDN BHD,H017,GAN BOON HUA,"NO.159,","JALAN DATO SIAMANG GAGAP,",SEREMBAN N.S.D.K,SEREMBAN,NEGERI SEMBILAN,70100,Standalone,11,sales@pmmahsuri.com.my,06-7655826,2.7239505,101.9558156
"HOE HIN ENTERPRISE S/B-SMALL LORI-DELIVER TUE-THUR 8.30-12PM, TUE-FRI-2-4pm",H016,GAN BOON KEONG,"NO.163,","JALAN DATO SIAMANG GAGAP,",SEREMBAN N.S.D.K,SEREMBAN,NEGERI SEMBILAN,70400,Standalone,11,sales@pmmahsuri.com.my,06-7627610,2.73166,101.936167
HOE HING CHAN SDN BHD (MON-SAT : 8AM-1PM),H092,MR GAN SAY LENG,"319 B,","JALAN TEMIANG,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70200,Standalone,11,sales@pmmahsuri.com.my,06-761 6411,2.727606,101.95076
HONG MOH CASH & CARRY,H084,ONG WEI HONG/MDM ONG,"NO.2860-C, BATU 9,","TANGGA BATU, TANJUNG KELING,",MELAKA,TANJUNG KLING,MELAKA,76400,Standalone,11,sales@pmmahsuri.com.my,012-688 9299,2.2498111,102.155748
HONG TECK KEE,H086,MR HONG CHYH JONG,"NO.652 P, JALAN DELIMA 6,","TAMAN BUKIT MELAKA,","BUKIT BERUANG, MELAKA",BUKIT BERUANG,MELAKA,75450,Standalone,11,sales@pmmahsuri.com.my,016-369 3388,2.2448935,102.2742263
HONG WAH RESTAURANT (Delivery time: 7am-11.30am & 3pm-5pm),H135,,"NO. 32, JALAN TEMOH,","OFF JALAN GOH HOCK HUAT,","KLANG, SELANGOR",KLANG,SELANGOR,41400,Standalone,11,sales@pmmahsuri.com.my,03-33428526,3.0512,101.4456
HOTEL MANDURAH SDN BHD,H117,,"PANTAI BESERAH,","JALAN KUANTAN-KEMAMAN,","KUANTAN, PAHANG DARUL MAKMUR.",KUANTAN,PAHANG,26100,Standalone,11,sales@pmmahsuri.com.my,09-544 5566,3.869020106,103.3672746
HUP CHON CHAN (Monday to Friday - 9am to 5pm),H095,MR LIEW,"NO 55& 56 JALAN TAMAN RIMBA,","TAMAN RIMBA,",TEMERLOH PAHANG.,TEMERLOH,PAHANG,28400,Standalone,11,sales@pmmahsuri.com.my,09-277 2921,3.479771578,102.3308234
I AND D ENTERPRISE (Mon-Sat: 9am-6pm| Fri: NO DELIVERY),I022,LEILI,"91 G, JALAN SUNGAI CHANDONG 8,","KG. PERGI NENAS, PULAU INDAH,","PULAU INDAH, SELANGOR",KLANG,SELANGOR,42920,Standalone,11,sales@pmmahsuri.com.my,014-3457168,3.055871,101.637959
IDA & JOYNAL ENTERPRISE (Mon-Sat: 9am-6pm|Fri: 12pm-3pm rest),I021,ABIN,"NO. 308-G,","PERSIARAN PEGAGA TAMAN BAYU PERDANA,","PELABUHAN KLANG, SELANGOR",KLANG,SELANGOR,41200,Standalone,11,sales@pmmahsuri.com.my,016-5287116,3.129023,101.465034
IMAH RIN ENTERPRISE,I026,SYAHRIN,"LOT 30393, JALAN DESA KIARA 1,","TAMAN DESA KIARA,","SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70400,Standalone,11,sales@pmmahsuri.com.my,012-4156987,2.7476167,101.9665717
IMAN IKHLAS (M) SDN BHD - BJH,M-5506,MOHD SOBRI TAJUDIN,"LOT 3A-B & G-M01,","KOMPLEKS BUKIT JAMBUL, JLN RUMBIA,",PULAU PINANG.,BUKIT JAMBUL,PULAU PINANG,10050,Grocery,07,sales@pmmahsuri.com.my,04-644 5004,5.335022935,100.3000317
IMAN IKHLAS (M) SDN BHD - BTH,M-5522,,"NO. 2243 JALAN TUN HAMDAN SYEIKH TAHIR,","BANDAR PUTRA BERTAM,","KEPALA BATAS, PULAU PINANG.",KEPALA BATAS,PULAU PINANG,13200,Grocery,07,sales@pmmahsuri.com.my,04-575 3663,5.335630403,100.294844
IMAN IKHLAS (M) SDN BHD - MEP,M-5500,,NO.258,PENANG ROAD,"PENANG, PULAU PINANG",GEORGETOWN,PULAU PINANG,10000,Grocery,07,sales@pmmahsuri.com.my,04-2629915,5.421559232,100.341078
IMAN IKHLAS (M) SDN BHD - SQY,M-5529,,"UNIT NO. 3G-G-5, 3G-G-6, 3G-G-7, 3G BLOCK G,","GROUND FLOOR, STRAITS QUAY JALAN SERI TANJUNG PIN,","TANJONG TOKONG, PULAU PINANG.",GEORGETOWN,PULAU PINANG,10470,Grocery,07,sales@pmmahsuri.com.my,04-8904958,5.450526057,100.3077216
IMAN IKHLAS (M) SDN BHD - TBH,M-5526,MOHD FAUZI RASHID,MYDIN WHOLESALE HYPERMARKET,"TAMAN B NO.1, JALAN BATIK 2/2A, TAMAN BATIK,","SUNGAI PETANI, KEDAH.",SUNGAI PETANI,KEDAH,8000,Grocery,07,sales@pmmahsuri.com.my,04-442 4245,5.632823081,100.5385757
IMAN IKHLAS (M) SDN BHD - TSB,M-5507,MUHAMAD WALLYUDDIN ABD AZIZ (ACCT PAYMENT YASNI: 04-262 9915),MYDIN TAMAN SAGA HYPERMARKET,"NO.888, JALAN ALOR MENGKUDU,","ALOR SETAR, KEDAH.",ALOR SETAR,KEDAH,5400,Grocery,07,sales@pmmahsuri.com.my,04-731 0476,6.096478397,100.3944231
INAI REKA SDN BHD,I015,,"LOT 2209,","JALAN MASJID KAMPUNG MERKANG,","PASIR PUTEH, KELANTAN.",KOTA BHARU,KELANTAN,16800,Standalone,11,sales@pmmahsuri.com.my,09-7860503,5.852035255,102.3726214
ION DELEMEN HOSPITALITY SDN BHD,I006,NOR AZLAN BIN MISMAN,"JALAN ION DELEMEN 1,","GENTING HIGHLANDS,","PAHANG DARUL MAKMUR, MALAYSIA.",GENTING HIGHLAND,PAHANG,69000,Standalone,11,sales@pmmahsuri.com.my,03-6433 2200,3.434466307,101.7877331
IPOH ROAD HAKKA YONG TAU FU,I016,TAN WAI YIN,IPOH ROAD HAKKA YONG TAU FU,"NO.54, JALAN SETIA, TAMAN SETIA BATU 16,","RAWANG, SELANGOR",RAWANG,SELANGOR,48000,Standalone,11,sales@pmmahsuri.com.my,,3.207375,101.615795
IPOH ROAD HAKKA YONG TAU FU RESTAURANT,I018,MS YAN,"87-1, JALAN ANGGUN CITY 3,","PUSAT KOMERSIAL ANGGUN CITY, TAMAN ANGGUN,","RAWANG, SELANGOR.",RAWANG,SELANGOR,48000,Standalone,11,sales@pmmahsuri.com.my,012-969 6312,3.3161076,101.5338966
ISHAK BIN BUSAH (Open 8am-8pm),I025,ISHAK,"NO. 418,","FELDA BUKIT ROKAN UTARA,","GEMENCHEH, N. SEMBILAN",GEMENCHEH,NEGERI SEMBILAN,73200,Standalone,11,sales@pmmahsuri.com.my,019-6016464,2.8095216,102.4125039
ISKANDAR BIN HUSAINI (Open 9am-6pm|Fri: 12pm-3pm rest),I024,ISKANDAR,"LOT 15,","KAMPUNG PAYA JARAS DALAM,","SUNGAI BULOH, SELANGOR",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,013-2708339,3.2018728,101.5349002
ISLAND FRIENDS CAFE (ISLAND TWO CAFE),I007,MADAM TEH,"A207-A209,","JALAN AIR PUTIH,",KUANTAN PAHANG.,KUANTAN,PAHANG,25300,Standalone,11,sales@pmmahsuri.com.my,012-988 2523,3.840439572,103.3494393
JALIL MINI MART ( FRIDAY 12.30PM-3PM OFF ),J055,HAKKIM,"LOT 783 & 784 ,","JALAN DATO UNDANG,","REMBAU, NEGERI SEMBILAN",REMBAU,NEGERI SEMBILAN,71300,Standalone,11,sales@pmmahsuri.com.my,06-6858786,2.589372,102.093896
JALIL MINI MART (FRIDAY 2PM-3.30PM OFF),J052,MOHD KASSIM,"LOT 389 & 390,","TAMAN SERI REMBAU,","REMBAU, N. S",REMBAU,NEGERI SEMBILAN,71300,Standalone,11,sales@pmmahsuri.com.my,,2.591818,102.100117
JANNAH MAMA ENTERPRISE (Mon-Fri: 8am-6pm| Fri: 12pm-3pm rest| Sat: 5pm close),J075,NURHAZNI,"9G, JALAN INDUSTRI PBP 3/1,","TAMAN INDUSTRI PUSAT BANDAR PUCHONG,","PUCHONG, SELANGOR",PUCHONG,SELANGOR,47100,Standalone,11,sales@pmmahsuri.com.my,011-19194921,3.129043,101.465079
